id,created_at,text
659117166344687600,Tue Oct 27 21:19:12 +0000 2015,RT @markszymik: "The Seven Qualities of World-Class SaaS Companies" https://t.co/LoVZFh3Dpx #startup #saas
659070634815811600,Tue Oct 27 18:14:18 +0000 2015,RT @WillDotSteward: The Fundamental Unit of #SaaS Growth https://t.co/fOFnOo1SXe #marketing
659069329800081400,Tue Oct 27 18:09:07 +0000 2015,RT @ISpeakAnalytics: How to find hidden value in your data. #ImmersiveBI https://t.co/GpEVnj5h3l http://t.co/P9FLSMQelk
659048955825823700,Tue Oct 27 16:48:10 +0000 2015,RT @PPSLtd: We are excited about all the fantastic companies at @madeinthemids Awards on Thursday who like us are achieving #growth in #ukm…
659024070944665600,Tue Oct 27 15:09:17 +0000 2015,RT @barth_al: Great presentation of #SaaS metrics and best practices by @ncsh https://t.co/hBGsB8gCqT
659015714544554000,Tue Oct 27 14:36:04 +0000 2015,New white paper from Hennik Research -  Building on business intelligence take a look https://t.co/TMxahdlhTj
658977615101956100,Tue Oct 27 12:04:41 +0000 2015,RT @mperlamota: Top 10 indicators of a winning business https://t.co/2vBzp9FLou via @NotionCapital #SaaS #Startup
658971773346693100,Tue Oct 27 11:41:28 +0000 2015,RT @CareVoyant: Intel is buying Saffron! #ArtificialIntelligence #BusinessIntelligence #HealthCare #software https://t.co/wtWNgpvYKl https:…
658968555845754900,Tue Oct 27 11:28:41 +0000 2015,Interested in business intelligence?  Join the Hennik BI - data analytics group on Linkedin for posts, articles and insights. #ConnectBI
658931174186840000,Tue Oct 27 09:00:08 +0000 2015,RT @JamesBarnesEsq: Looking forward to meeting everyone &amp; learning more about the Dublin #SaaS #startup scene!  https://t.co/zdtmhy4umH
658922951954137100,Tue Oct 27 08:27:28 +0000 2015,RT @DropboxBusiness: Speed up your work with faster sync: http://t.co/NeOu9sP9hr http://t.co/X3NgjwGaDs
658893510343528400,Tue Oct 27 06:30:29 +0000 2015,RT @DominoDoMoreUK: Why use Thermal Transfer Overprinting for snack manufacturers? https://t.co/Mp59s9fGuf
658873671935762400,Tue Oct 27 05:11:39 +0000 2015,RT @kesbutters: Big Data And Business Intelligence: https://t.co/dcTYbvZW7Q  #BigData #BusinessIntelligence https://t.co/U8MsVBbiDR
658825547984826400,Tue Oct 27 02:00:25 +0000 2015,RT @YellowfinBI: @jortilles Hey Juanjo, thanks for the follow.  Come check out how @YellowfinBI is making #BusinessIntelligence easy: https…
658777441180237800,Mon Oct 26 22:49:16 +0000 2015,RT @StanVaani: @ibminsight Multiple #BusinessIntelligence #dataanalytics tools monitor them all with ease join us to know how ? https://t.c…
658755997989752800,Mon Oct 26 21:24:03 +0000 2015,RT @UKmfg: RT @QuadraSolutions: Future of Manufacturing #ukmfg #manufacturing https://t.co/lSiKKcxPWh https://t.co/G4p4HUd12w
658755957737005000,Mon Oct 26 21:23:54 +0000 2015,RT @IndusaITSol: This #ebook provides you with information on selecting and implementing #ERP. https://t.co/i3MRfUI7yp https://t.co/WdWHUUU…
658728776445141000,Mon Oct 26 19:35:53 +0000 2015,RT @ISpeakAnalytics: We can help you innovate through #data-driven exploration &amp; decision making. #ImmersiveBI http://t.co/BxCmQNPAYu http:…
658677990000316400,Mon Oct 26 16:14:05 +0000 2015,RT @Oracle: Larry Ellison: #Oracle is the world’s second-largest #SaaS and #PaaS company. https://t.co/fwsxFJHf0H #oow15
658675480263028700,Mon Oct 26 16:04:06 +0000 2015,Agenda: New horizons &amp; partnerships for commercially realisable innovation. #TMALC https://t.co/yA8D0OfJjM
658675447119638500,Mon Oct 26 16:03:58 +0000 2015,A circular economy is one that is restorative and regenerative by design. #TMALC https://t.co/l9v7pM8Cve
658672519856177200,Mon Oct 26 15:52:20 +0000 2015,RT @PeopleSenseErp: Are you overpaying sales tax because you're missing sales tax holidays? Use #Made2Manage #ERP? @aptean @avalara https:/…
658672170655199200,Mon Oct 26 15:50:57 +0000 2015,RT @NetSuite: Retailer WHSmith said NetSuite is a "win-win" for them &amp; their franchise partners. Learn why: http://t.co/oYwzTAtzb9 http://t…
657921491489587200,Sat Oct 24 14:08:01 +0000 2015,Hear Roy Haworth's insights on using BI as part of your customer review process @Connect_BI https://t.co/OfcqRa39Y6 https://t.co/JF4MFeblTA
657198501466521600,Thu Oct 22 14:15:07 +0000 2015,Make your selection process easier with #ConnectERP. https://t.co/NE5Sq8LSid @ConnectERP
656804486405599200,Wed Oct 21 12:09:27 +0000 2015,RT @HennikExec: Photo from #TMMXAwards judging day. Have you booked your place to be amongst the UK's Manufacturing Leaders? 26 Nov. https:…
656399062086774800,Tue Oct 20 09:18:26 +0000 2015,RT @TMMXAwards: #TMMXAwards have been menu tasting ready for Nov's ceremony. Wonder what we chose!? #stuffed https://t.co/cwktnlgOya
656102782487806000,Mon Oct 19 13:41:07 +0000 2015,Connect ERP is around the corner! If you have a live project you can attend free. Find out more http://t.co/fXvWsYcdxh
656030035954954200,Mon Oct 19 08:52:03 +0000 2015,Take a tour around the Rolls Royce Heritage Centre @Connect_BI http://t.co/gXfuW8LnZO http://t.co/TJF580gfXY
656026585552687100,Mon Oct 19 08:38:21 +0000 2015,Connect BI - data analytics on .@LinkedIn Join our LinkedIn Group. http://t.co/GzQShQ9hyT #BI #BigData #Cloud #analytics #ukmfg
655691817325756400,Sun Oct 18 10:28:06 +0000 2015,Streamline all your organisation's processes with the best ERP software tailored to your needs. @ConnectERP http://t.co/fXvWsYcdxh
654997999458742300,Fri Oct 16 12:31:07 +0000 2015,Matt Boyle provides an overview of how  @BakerPerkins prepared for their ERP implementation. @ConnectERP #ConnectERP
654948848754815000,Fri Oct 16 09:15:48 +0000 2015,Bridging the gap between data and business outcomes. #ConnectBI http://t.co/KNV9zu7a47 via @rightrelevance thanks @biconnections
654931666960535600,Fri Oct 16 08:07:32 +0000 2015,RT @GrowthHackersUK: 6 Ways to Earn Higher Rankings Without Investing in Content Creation and Marketing - Whitebo… http://t.co/Yo6e6EHzXn h…
654683065784995800,Thu Oct 15 15:39:40 +0000 2015,ERP systems are you clear on the benefits? Take a look at my article http://t.co/NOxhi6ehpx
654680772859662300,Thu Oct 15 15:30:34 +0000 2015,Media partnerships available for companies specialising in data/BI/analytics.Send a direct message for more information. @Connect_BI
654679393353101300,Thu Oct 15 15:25:05 +0000 2015,Meet Board, eBecs and K3FDS to discuss your BI software problems http://t.co/7lp2m7XFBV @Connect_BI
654675170477502500,Thu Oct 15 15:08:18 +0000 2015,RT @Encirc: #Apprenticeships are invaluable to #ukmfg, helping manufacturers to foster new talent and develop vital skills https://t.co/E5i…
654613570378989600,Thu Oct 15 11:03:31 +0000 2015,The biggest events in UK Manufacturing https://t.co/QLlEMYpbMQ via .@sharethis #TMLive😃 Ckeck it out! #ukmfg http://t.co/q23L0FzkX1
654299402757124100,Wed Oct 14 14:15:08 +0000 2015,RT @TMTop100: Making plans for the launch of #TMTop100 2015 Sign up to attend @ the beautiful Birmingham Museum&amp;Art Gallery! #ukmfg http://…
654200107886342100,Wed Oct 14 07:40:34 +0000 2015,RT @d3lb0y2004: #TMMXAwards, @ TMMXAwards. All the very best to the entrants for the 2015 Awards tomorrow in Leicester, especially those in…
654200035853377500,Wed Oct 14 07:40:17 +0000 2015,RT @SelexES: The best of luck to our #TMMXAWARDS Leadership &amp; Strategy finalists as they meet the judges at @LCFC tomorrow. #ukmfg http://t…
654199946179125200,Wed Oct 14 07:39:56 +0000 2015,RT @SelexES: A special mention also for Phil West, our Young Manufacturer of the Year finalist at the #TMMXAWARDS. Good luck Phil! http://t…
654199875551293400,Wed Oct 14 07:39:39 +0000 2015,RT @EAL_Awards: EAL's John Clark looks forward to judging @TheManufacturer Apprentice of the Year award today! #apprenticeships @TMMXAwards…
654199787638681600,Wed Oct 14 07:39:18 +0000 2015,RT @DurapipeUK: Excited to be heading to @LCFC to meet the judges for the next round of @TMMXAwards #TMMXAwards #FInalist http://t.co/bpxlE…
653960092258320400,Tue Oct 13 15:46:50 +0000 2015,RT @stamfordavk: Cummins Generator Technologies shortlisted for prestigious manufacturing award http://t.co/H3Vxf7PwQs #TMMXawards http://t…
653942534343815200,Tue Oct 13 14:37:04 +0000 2015,Gain insights from Hymid, Airbus and Koolmill systems on utilizing BI successfully in your organisation http://t.co/03L1BlYOP2  @Connect_BI
653588689264750600,Mon Oct 12 15:11:01 +0000 2015,Vital information on how to improve your ERP system @ConnectERP http://t.co/fXvWsXUCFJ
653587261905371100,Mon Oct 12 15:05:20 +0000 2015,RT @Jonny_Will_28: #ServiceBased #bizmodel provides endless possibilities for #ukmfg, says @uk_columbus @TheManufacturer - http://t.co/BdIi…
653582514527862800,Mon Oct 12 14:46:29 +0000 2015,RT @TheManufacturer: Coming up.. innovative and all-round epitome of excellence in #ukmfg will vie to be crowned the best at #TMMXawards ht…
652068430200246300,Thu Oct 08 10:30:03 +0000 2015,Make new contacts with leading BI providers in one to one meetings @Connect_bi Book your meeting here http://t.co/yDNCeNCXSQ #ConnectBI
652051448650444800,Thu Oct 08 09:22:34 +0000 2015,RT @CarringtonsLtd: @SupplychainC #TMSupplyChain meeting some great people
651707583414313000,Wed Oct 07 10:36:10 +0000 2015,RT @SupplyChainEMEA: RT @BernardMolloy1: HS2 Presenting at Supply Chain Connect @SupplychainC #TMSupplychain http://t.co/GSLQ0YvEhW
651705300857188400,Wed Oct 07 10:27:06 +0000 2015,Meet directly with ERP specialists and get answers to all of your questions @ConnectE RP http://t.co/MQKgkwf9oJ
651700543417663500,Wed Oct 07 10:08:12 +0000 2015,RT @TM_DForum: HS2's Jo Sloane discussing plans for procurement - 60% contracts to SMEs #TMSupplyChain #ukmfg #HS2 @SupplychainC http://t.c…
651700498689589200,Wed Oct 07 10:08:01 +0000 2015,RT @LCRMakingIt: HS2 focus on STEM engagement in schools. Lucky we have excellent @MerseySTEM to help locally @SupplychainC @MerseySTEM_MD …
651696174383149000,Wed Oct 07 09:50:50 +0000 2015,RT @TomChapell: @HS2ltd speaking @SupplychainC. Jonna Sloane speaks about opportunities for HS2 #TMSupplyChain http://t.co/taeoTT3PuP
651686896435900400,Wed Oct 07 09:13:58 +0000 2015,RT @Preactor: We're at @SupplychainC today! Make sure to stop by and say hello to the dapper duo - Jon and Steve. #TMSupplychain http://t.c…
651678347282485200,Wed Oct 07 08:40:00 +0000 2015,RT @TomChapell: Many thanks to @CammellLaird and John Eldridge who's presentation was very insightful #TMSupplyChain http://t.co/Ee8yrJqrnf
651678154097074200,Wed Oct 07 08:39:14 +0000 2015,RT @LiverpoolLEP: Discussing manufacturing @SupplychainC #TMsupplychain http://t.co/PQ6jH7xVkG
651662099438026800,Wed Oct 07 07:35:26 +0000 2015,RT @Matt_MFG: Please do get in touch with @Jonny_Will_28 if you have an opinion on quotas for #WomenInEngineering... #UKmfg https://t.co/kJ…
651355183327395800,Tue Oct 06 11:15:51 +0000 2015,RT @stamfordavk: We've been nominated for the World Class Manufacturing category at the @TMMXAwards! Read more: http://t.co/LTM0PCyhD2 #TMM…
651300505084366800,Tue Oct 06 07:38:35 +0000 2015,The innovative and the all-round epitome of excellence in #ukmfg will vie to be crowned the best at #TMMXawards http://t.co/SQUbM7RbJo
651009162315452400,Mon Oct 05 12:20:54 +0000 2015,RT @PeterLavers: 4 Ways To Improve Company-Customer Trust via @forbes http://t.co/xfZrVLAoSU #custexp #CRM #marketing #trust
650981779076091900,Mon Oct 05 10:32:05 +0000 2015,Take a look at Henry Anson's thoughts on BI in the 21st century http://t.co/vknvNEtfsX @HenryAnson1 @TomChapell #ConnectBI
650901327397158900,Mon Oct 05 05:12:24 +0000 2015,RT @Mfg_Alliance: Meet With the UK’s Largest #Manufacturing Companies Looking to Source Suppliers Locally @SupplychainC http://t.co/PgjSXUX…
650901179610763300,Mon Oct 05 05:11:49 +0000 2015,RT @UnipartLogistic: #TMSupplyChain is only days away Liverpool SMEs attend for free Book a place at http://t.co/bokBzE7Ljk #supplychain
649934867858231300,Fri Oct 02 13:12:02 +0000 2015,Looking to improve your ERP system? We can help! @ConnectERP #ConnectERP http://t.co/fXvWsYcdxh
649519399708180500,Thu Oct 01 09:41:07 +0000 2015,What will the future of business intelligence involve? #ConnectBI
649346763879354400,Wed Sep 30 22:15:07 +0000 2015,#TMSupplyChain Source new  business contacts.   @SupplychainC http://t.co/nf3ZIvPOzQ
648472988442955800,Mon Sep 28 12:23:03 +0000 2015,#TMSupplyChain Meet directly with OEMs in pre-arranged 1-2-1 meetings. http://t.co/nf3ZIvPOzQ
648128972694224900,Sun Sep 27 13:36:03 +0000 2015,Utilize the full benefits of BI to make the most of your technological investments. @ConnectBI http://t.co/7lp2m7XFBV
647753747251114000,Sat Sep 26 12:45:02 +0000 2015,#ConnectERP Hear insights on core business processes, systems and software from leading ERP vendors.@ConnectERP http://t.co/C4FljwvvXF
647527274065997800,Fri Sep 25 21:45:07 +0000 2015,#TMSupplyChain 7-8 Oct Foster new contacts and potential new clients in Liverpool. @YourTMEvents http://t.co/nf3ZIvPOzQ
647046515983298600,Thu Sep 24 13:54:45 +0000 2015,RT @Nicholas_TM: A taste of the #mstln, join us at: http://t.co/k6TiDbcmys #iot #sustainability #circulareconomy #supplychain #ukmfg https:…
646998024783274000,Thu Sep 24 10:42:04 +0000 2015,Discover how your business can gain higher productivity by focusing on the needs of your workforce. #TMNSC http://t.co/vPbrzCy5u1
646701449410420700,Wed Sep 23 15:03:35 +0000 2015,@SupplychainC 7-8 Oct OEM procurement methods explained. Register today http://t.co/hJxPitpxnJ
646691808429391900,Wed Sep 23 14:25:16 +0000 2015,RT @SupplychainC: @TomChapell @BentleyMotors @AintreeHospital @PeelPorts  The hashtag on the day is #TMSupplychain
646690503849672700,Wed Sep 23 14:20:05 +0000 2015,#TMSupplyChain 7-8 Oct Identify new opportunities with the rail industry http://t.co/hJxPitH8fh  @AlstomTransport @YourTMEvents
646689080873517000,Wed Sep 23 14:14:26 +0000 2015,RT @TMMXAwards: Sneak peek of the judging rooms.... #TMMXAwards http://t.co/2aJYOk6D66
646688229987631100,Wed Sep 23 14:11:03 +0000 2015,RT @Jonny_Will_28: @Tmckinnin Manufacturing Services Thought Leadership Network (@MSTLN_UK) - raising the profile of #servitization to #ukm…
646660934115659800,Wed Sep 23 12:22:35 +0000 2015,Read my article for tips on breaking into OEM supply chains http://t.co/vpt4MQUKfa #TMSupplyChain @SupplychainC
646635708594188300,Wed Sep 23 10:42:21 +0000 2015,RT @SemtaSkills: Fancy going to @TheManufacturer's National Skills Conference? SEMNSC15 gets you 25% off! http://t.co/tiRmBssy4p
646613699915067400,Wed Sep 23 09:14:54 +0000 2015,RT @allanbehrens: ...and improved customer satisfaction, longer term relationships etc....#MSTLN #IoT#servitization http://t.co/F2sMT1Ly7p
646613641178021900,Wed Sep 23 09:14:40 +0000 2015,RT @Jonny_Will_28: "#Servitization is about manufacturers building revenue streams through services," @ProfTimBaines #MSTLN - http://t.co/1…
646296074601254900,Tue Sep 22 12:12:46 +0000 2015,Is your ERP system up to date? Time to invest in a new solution? http://t.co/O3DPaJOCZu #ConnectERP @ConnectERP
644787961091989500,Fri Sep 18 08:20:04 +0000 2015,RT @EvaLindsay_TM: Last stop on the innovation tour! Great welcome by Coty #tmmxawards http://t.co/9uDMiWM9eW
644544967696887800,Thu Sep 17 16:14:30 +0000 2015,Servitization, do you understand the concept? What does it mean to you? Here is my take.... https://t.co/tzxPFK08mH
644538835179704300,Thu Sep 17 15:50:07 +0000 2015,DBMS 2 : DataBase Management System Services #ConnectBI .@themanufacturer http://t.co/IrYLwDvyr4 via @rightrelevance thanks @analyticbridge
644421071463170000,Thu Sep 17 08:02:10 +0000 2015,New ideas on moving from an end product business model to selling an output of the product. http://t.co/48ZnS0Zzgl @MSTLN_UK #MSTLN #UKMFG
643779084414271500,Tue Sep 15 13:31:09 +0000 2015,RT @Nicholas_TM: Solving the problem of employee engagement with #CRM today at .@connectcrm1 #ukmfg .@TheManufacturer http://t.co/4p6PNY8JRR
643743352408682500,Tue Sep 15 11:09:10 +0000 2015,#MSTLN helping manufacturers move up the value chain and exploit high value business activities.http://t.co/X8UxnE2EtA #UKMFG
643389685042180100,Mon Sep 14 11:43:49 +0000 2015,Examine the benefits of service centric business models and the growth that can be derived from their implementation. #MSTLN @MSTLN_UK
643352559785234400,Mon Sep 14 09:16:17 +0000 2015,RT @TheAPMG: We'll be at #TMNSC on 15 Oct, bringing together #ukmfg, policy makers &amp; educators to help close the #skills gap http://t.co/wA…
642337236185411600,Fri Sep 11 14:01:45 +0000 2015,Do you have the right technology to develop the 21st century employee? Find out how HCM systems can help you #TMNSC @YourTMEvents
642248067945730000,Fri Sep 11 08:07:26 +0000 2015,RT @Jill_Simp: .@KirstinGove kicks off the final breakfast of #OE15 'Feeding the Pipeline of Female Talent in #STEM' #Future #WISE http://t…
641929501274935300,Thu Sep 10 11:01:34 +0000 2015,With productivity decreasing in the UK manufacturing industry, what are you doing to close the skills gap? http://t.co/gYPbYaKNry #TMNSC
641899353729298400,Thu Sep 10 09:01:46 +0000 2015,Tapping into OEM supply chains difficult or easy? Read this article for useful tips http://t.co/vpt4MQUKfa @SupplyChainC @YourTMEvents
641611709770297300,Wed Sep 09 13:58:46 +0000 2015,Thank you @PeelPorts for agreeing to be at our #TMSupplyChain event on 7-8 Oct. @YourTMEvents @SupplychainC http://t.co/IG9mAwpQx7
641166977134936000,Tue Sep 08 08:31:34 +0000 2015,RT @TMTop100: .@TheManufacturer and .@HennikExec team last night #TMLife https://t.co/5dJAfiTSUJ
641160831229653000,Tue Sep 08 08:07:09 +0000 2015,RT @GrahamPCooper: Businesses should support schools. #UKMfg in @LeedsCityRegion should support @UTCLeeds  https://t.co/3Y8shXZxCk via @sha…
